location,datetime,sensorType,value
Noora's farm,2021-04-17T16:49:05.192Z,pH,6.43
Noora's farm,2021-04-17T16:49:05.192Z,rainFall,0
Noora's farm,2021-04-18T07:52:22.281Z,pH,6.22
Noora's farm,2021-04-18T07:52:22.281Z,rainFall,0
Noora's farm,2021-04-19T18:15:16.914Z,pH,6.33
Noora's farm,2021-04-19T18:15:16.914Z,rainFall,4.4
Noora's farm,2021-04-19T20:26:07.115Z,temperature,10.3
Noora's farm,2021-04-20T20:26:07.115Z,pH,6.30
Noora's farm,2021-04-20T20:26:07.115Z,rainFall,0
Noora's farm,2021-04-21T03:52:27.684Z,pH,6.17
Noora's farm,2021-04-21T03:52:27.684Z,rainFall,0
Noora's farm,2021-04-21T18:21:18.627Z,temperature,14.8
Noora's farm,2021-04-22T00:54:56.895Z,pH,6.29
Noora's farm,2021-04-22T00:54:56.895Z,rainFall,2.9
Noora's farm,2021-04-22T04:10:55.705Z,temperature,19.0
Noora's farm,2021-04-23T05:01:56.699Z,pH,5.87
Noora's farm,2021-04-23T05:01:56.699Z,rainFall,0
Noora's farm,2021-04-22T22:11:52.934Z,temperature,16.9
Noora's farm,2021-04-23T22:11:52.934Z,pH,5.97
Noora's farm,2021-04-23T22:11:52.934Z,rainFall,0
Noora's farm,2021-04-24T00:53:07.149Z,temperature,14.8
Noora's farm,2021-04-25T00:53:07.149Z,pH,6.12
Noora's farm,2021-04-25T00:53:07.149Z,rainFall,0
Noora's farm,2021-04-26T06:36:35.786Z,pH,5.94
Noora's farm,2021-04-26T06:36:35.786Z,rainFall,0
Noora's farm,2021-04-27T14:24:13.764Z,pH,5.72
Noora's farm,2021-04-27T14:24:13.764Z,rainFall,2.2
Noora's farm,2021-04-28T06:33:47.621Z,pH,6.49
Noora's farm,2021-04-28T06:33:47.621Z,rainFall,3.1
Noora's farm,2021-04-28T16:41:34.278Z,temperature,10.3
Noora's farm,2021-04-29T16:41:34.278Z,pH,5.73
Noora's farm,2021-04-29T16:41:34.278Z,rainFall,2.0
Noora's farm,2021-04-30T00:23:42.641Z,pH,6.13
Noora's farm,2021-04-30T00:23:42.641Z,rainFall,2.2
Noora's farm,2021-04-30T10:38:23.093Z,temperature,24.8
Noora's farm,2021-05-01T19:32:57.890Z,pH,6.59
Noora's farm,2021-05-01T19:32:57.890Z,rainFall,0
Noora's farm,2021-05-02T18:13:07.100Z,pH,6.31
Noora's farm,2021-05-02T18:13:07.100Z,rainFall,2.8
Noora's farm,2021-05-03T13:34:44.329Z,pH,6.00
Noora's farm,2021-05-03T13:34:44.329Z,rainFall,3.4
Noora's farm,2021-05-04T13:03:17.966Z,pH,6.48
Noora's farm,2021-05-04T13:03:17.966Z,rainFall,0
Noora's farm,2021-05-05T16:17:34.632Z,pH,5.80
Noora's farm,2021-05-05T16:17:34.632Z,rainFall,2.8
Noora's farm,2021-05-06T03:15:44.042Z,pH,6.00
Noora's farm,2021-05-06T03:15:44.042Z,rainFall,4.8
Noora's farm,2021-05-07T17:31:06.214Z,pH,5.70
Noora's farm,2021-05-07T17:31:06.214Z,rainFall,0
Noora's farm,2021-05-07T09:44:06.757Z,temperature,23.4
Noora's farm,2021-05-08T09:44:06.757Z,pH,6.37
Noora's farm,2021-05-08T09:44:06.757Z,rainFall,4.2
Noora's farm,2021-05-09T15:11:31.394Z,pH,6.15
Noora's farm,2021-05-09T15:11:31.394Z,rainFall,4.9
Noora's farm,2021-05-10T18:49:08.509Z,pH,6.58
Noora's farm,2021-05-10T18:49:08.509Z,rainFall,0
Noora's farm,2021-05-11T01:22:32.951Z,pH,6.01
Noora's farm,2021-05-11T01:22:32.951Z,rainFall,0
Noora's farm,2021-05-11T23:36:21.104Z,pH,6.57
Noora's farm,2021-05-11T23:36:21.104Z,rainFall,3.2
Noora's farm,2021-05-11T23:26:05.968Z,temperature,12.0
Noora's farm,2021-05-13T08:02:53.463Z,pH,6.31
Noora's farm,2021-05-13T08:02:53.463Z,rainFall,3.8
Noora's farm,2021-05-13T10:06:51.256Z,temperature,21.0
Noora's farm,2021-05-14T10:06:51.256Z,pH,5.91
Noora's farm,2021-05-14T10:06:51.256Z,rainFall,3.3
Noora's farm,2021-05-15T20:58:19.746Z,pH,6.39
Noora's farm,2021-05-15T20:58:19.746Z,rainFall,0
Noora's farm,2021-05-15T19:24:08.738Z,temperature,25.9
Noora's farm,2021-05-15T16:51:20.274Z,temperature,28.2
Noora's farm,2021-05-15T23:34:21.402Z,pH,6.39
Noora's farm,2021-05-15T23:34:21.402Z,rainFall,11.6
Noora's farm,2021-05-17T19:54:17.332Z,pH,6.52
Noora's farm,2021-05-17T19:54:17.332Z,rainFall,0
Noora's farm,2021-05-17T07:42:51.818Z,temperature,29.2
Noora's farm,2021-05-18T07:42:51.818Z,pH,6.34
Noora's farm,2021-05-18T07:42:51.818Z,rainFall,0
Noora's farm,2021-05-18T05:33:54.429Z,temperature,23.3
Noora's farm,2021-05-18T17:13:34.162Z,temperature,20.8
Noora's farm,2021-05-19T17:13:34.162Z,pH,5.69
Noora's farm,2021-05-19T17:13:34.162Z,rainFall,0
Noora's farm,2021-05-20T00:15:05.177Z,pH,6.22
Noora's farm,2021-05-20T00:15:05.177Z,rainFall,7.2
Noora's farm,2021-05-21T00:52:04.788Z,pH,6.31
Noora's farm,2021-05-21T00:52:04.788Z,rainFall,0
Noora's farm,2021-05-21T05:56:56.756Z,temperature,28.8
Noora's farm,2021-05-21T09:55:15.088Z,temperature,28.2
Noora's farm,2021-05-22T09:55:15.088Z,pH,5.72
Noora's farm,2021-05-22T09:55:15.088Z,rainFall,0
Noora's farm,2021-05-23T12:52:46.126Z,pH,5.64
Noora's farm,2021-05-23T12:52:46.126Z,rainFall,3.6
Noora's farm,2021-05-23T06:42:16.450Z,temperature,28.7
Noora's farm,2021-05-23T23:37:48.805Z,pH,6.47
Noora's farm,2021-05-23T23:37:48.805Z,rainFall,3.8
Noora's farm,2021-05-24T08:56:14.354Z,temperature,22.2
Noora's farm,2021-05-25T08:15:24.291Z,pH,6.36
Noora's farm,2021-05-25T08:15:24.291Z,rainFall,3.4
Noora's farm,2021-05-25T11:28:31.139Z,temperature,26.0
Noora's farm,2021-05-25T18:44:22.152Z,temperature,23.9
Noora's farm,2021-05-25T00:50:27.525Z,temperature,23.0
Noora's farm,2021-05-26T00:50:27.525Z,pH,6.35
Noora's farm,2021-05-26T00:50:27.525Z,rainFall,11.9
Noora's farm,2021-05-26T09:10:00.867Z,temperature,17.5
Noora's farm,2021-05-27T09:10:00.867Z,pH,6.54
Noora's farm,2021-05-27T09:10:00.867Z,rainFall,3.3
Noora's farm,2021-05-28T01:22:13.958Z,pH,6.02
Noora's farm,2021-05-28T01:22:13.958Z,rainFall,0
Noora's farm,2021-05-29T06:11:32.169Z,pH,6.07
Noora's farm,2021-05-29T06:11:32.169Z,rainFall,8.9
Noora's farm,2021-05-29T00:36:44.705Z,temperature,14.5
Noora's farm,2021-05-30T00:36:44.705Z,pH,5.83
Noora's farm,2021-05-30T00:36:44.705Z,rainFall,3.9
Noora's farm,2021-05-31T08:20:47.119Z,pH,6.62
Noora's farm,2021-05-31T08:20:47.119Z,rainFall,4.1
Noora's farm,2021-06-01T02:37:16.054Z,pH,6.06
Noora's farm,2021-06-01T02:37:16.054Z,rainFall,0
Noora's farm,2021-06-02T11:08:44.139Z,pH,5.95
Noora's farm,2021-06-02T11:08:44.139Z,rainFall,17.0
Noora's farm,2021-06-03T00:42:26.372Z,pH,5.65
Noora's farm,2021-06-03T00:42:26.372Z,rainFall,4.6
Noora's farm,2021-06-02T22:34:44.160Z,temperature,13.4
Noora's farm,2021-06-02T21:07:57.263Z,temperature,13.4
Noora's farm,2021-06-03T21:07:57.263Z,pH,6.18
Noora's farm,2021-06-03T21:07:57.263Z,rainFall,0
Noora's farm,2021-06-05T06:40:43.593Z,pH,6.47
Noora's farm,2021-06-05T06:40:43.593Z,rainFall,0
Noora's farm,2021-06-06T11:42:01.170Z,pH,5.81
Noora's farm,2021-06-06T11:42:01.170Z,rainFall,7.4
Noora's farm,2021-06-06T00:12:18.463Z,temperature,16.6
Noora's farm,2021-06-07T00:49:31.681Z,pH,6.47
Noora's farm,2021-06-07T00:49:31.681Z,rainFall,4.2
Noora's farm,2021-06-07T10:50:04.293Z,temperature,23.7
Noora's farm,2021-06-08T20:53:49.929Z,pH,6.24
Noora's farm,2021-06-08T20:53:49.929Z,rainFall,0
Noora's farm,2021-06-08T11:24:20.697Z,temperature,26.7
Noora's farm,2021-06-09T11:24:20.697Z,pH,6.53
Noora's farm,2021-06-09T11:24:20.697Z,rainFall,0
Noora's farm,2021-06-09T22:29:37.821Z,pH,6.18
Noora's farm,2021-06-09T22:29:37.821Z,rainFall,3.6
Noora's farm,2021-06-11T07:53:31.897Z,pH,6.09
Noora's farm,2021-06-11T07:53:31.897Z,rainFall,14.9
Noora's farm,2021-06-10T21:21:33.490Z,temperature,20.1
Noora's farm,2021-06-11T06:17:00.730Z,temperature,24.1
Noora's farm,2021-06-12T06:17:00.730Z,pH,6.24
Noora's farm,2021-06-12T06:17:00.730Z,rainFall,0
Noora's farm,2021-06-13T09:53:35.584Z,pH,5.79
Noora's farm,2021-06-13T09:53:35.584Z,rainFall,0
Noora's farm,2021-06-13T01:13:16.967Z,temperature,15.5
Noora's farm,2021-06-14T01:13:16.967Z,pH,5.87
Noora's farm,2021-06-14T01:13:16.967Z,rainFall,0
Noora's farm,2021-06-15T07:08:24.700Z,pH,5.95
Noora's farm,2021-06-15T07:08:24.700Z,rainFall,0
Noora's farm,2021-06-15T14:39:25.758Z,temperature,16.4
Noora's farm,2021-06-16T14:39:25.758Z,pH,6.44
Noora's farm,2021-06-16T14:39:25.758Z,rainFall,0
Noora's farm,2021-06-16T11:22:01.936Z,temperature,23.5
Noora's farm,2021-06-16T06:44:09.742Z,temperature,22.1
Noora's farm,2021-06-17T06:44:09.742Z,pH,6.49
Noora's farm,2021-06-17T06:44:09.742Z,rainFall,0
Noora's farm,2021-06-18T17:59:19.936Z,pH,6.02
Noora's farm,2021-06-18T17:59:19.936Z,rainFall,0
Noora's farm,2021-06-19T18:17:30.414Z,pH,6.31
Noora's farm,2021-06-19T18:17:30.414Z,rainFall,0
Noora's farm,2021-06-19T11:56:53.685Z,temperature,27.5
Noora's farm,2021-06-20T11:56:53.685Z,pH,5.71
Noora's farm,2021-06-20T11:56:53.685Z,rainFall,3.1
Noora's farm,2021-06-20T06:33:08.985Z,temperature,23.1
Noora's farm,2021-06-20T16:19:45.432Z,temperature,20.5
Noora's farm,2021-06-20T14:00:36.065Z,temperature,21.4
Noora's farm,2021-06-21T14:00:36.065Z,pH,6.06
Noora's farm,2021-06-21T14:00:36.065Z,rainFall,0
Noora's farm,2021-06-21T21:23:25.462Z,pH,6.26
Noora's farm,2021-06-21T21:23:25.462Z,rainFall,0
Noora's farm,2021-06-22T10:20:06.947Z,temperature,24.0
Noora's farm,2021-06-22T17:13:11.904Z,temperature,20.9
Noora's farm,2021-06-23T17:13:11.904Z,pH,6.03
Noora's farm,2021-06-23T17:13:11.904Z,rainFall,0
Noora's farm,2021-06-24T01:57:14.318Z,pH,6.27
Noora's farm,2021-06-24T01:57:14.318Z,rainFall,0
Noora's farm,2021-06-25T02:07:05.934Z,pH,6.32
Noora's farm,2021-06-25T02:07:05.934Z,rainFall,0
Noora's farm,2021-06-26T10:38:00.307Z,pH,6.09
Noora's farm,2021-06-26T10:38:00.307Z,rainFall,4.0
Noora's farm,2021-06-26T10:22:32.864Z,temperature,33.0
Noora's farm,2021-06-26T21:50:14.893Z,pH,6.32
Noora's farm,2021-06-26T21:50:14.893Z,rainFall,11.0
Noora's farm,2021-06-28T14:47:38.822Z,pH,6.07
Noora's farm,2021-06-28T14:47:38.822Z,rainFall,0
Noora's farm,2021-06-29T10:59:27.218Z,pH,6.21
Noora's farm,2021-06-29T10:59:27.218Z,rainFall,195.8
Noora's farm,2021-06-30T08:00:34.418Z,pH,5.86
Noora's farm,2021-06-30T08:00:34.418Z,rainFall,10.6
Noora's farm,2021-07-01T16:01:58.278Z,pH,6.60
Noora's farm,2021-07-01T16:01:58.278Z,rainFall,6.1
Noora's farm,2021-07-01T07:16:00.591Z,temperature,29.9
Noora's farm,2021-07-02T07:16:00.591Z,pH,5.76
Noora's farm,2021-07-02T07:16:00.591Z,rainFall,3.3
Noora's farm,2021-07-02T16:02:43.901Z,temperature,16.7
Noora's farm,2021-07-02T09:11:54.189Z,temperature,19.1
Noora's farm,2021-07-03T09:11:54.189Z,pH,6.24
Noora's farm,2021-07-03T09:11:54.189Z,rainFall,0
Noora's farm,2021-07-03T22:22:57.930Z,pH,5.79
Noora's farm,2021-07-03T22:22:57.930Z,rainFall,0
Noora's farm,2021-07-04T10:34:35.855Z,temperature,25.1
Noora's farm,2021-07-04T20:40:03.653Z,temperature,22.1
Noora's farm,2021-07-05T20:40:03.653Z,pH,5.69
Noora's farm,2021-07-05T20:40:03.653Z,rainFall,0
Noora's farm,2021-07-05T09:04:02.053Z,temperature,30.1
Noora's farm,2021-07-06T09:04:02.053Z,pH,6.16
Noora's farm,2021-07-06T09:04:02.053Z,rainFall,5.2
Noora's farm,2021-07-07T17:30:27.031Z,pH,5.85
Noora's farm,2021-07-07T17:30:27.031Z,rainFall,0
Noora's farm,2021-07-07T10:30:20.372Z,temperature,30.7
Noora's farm,2021-07-08T11:22:12.925Z,pH,5.85
Noora's farm,2021-07-08T11:22:12.925Z,rainFall,4.9
Noora's farm,2021-07-09T02:35:15.951Z,pH,6.37
Noora's farm,2021-07-09T02:35:15.951Z,rainFall,0
Noora's farm,2021-07-10T04:20:19.734Z,pH,5.76
Noora's farm,2021-07-10T04:20:19.734Z,rainFall,0
Noora's farm,2021-07-10T00:21:12.635Z,temperature,28.7
Noora's farm,2021-07-10T14:54:31.110Z,temperature,30.6
Noora's farm,2021-07-11T14:54:31.110Z,pH,5.75
Noora's farm,2021-07-11T14:54:31.110Z,rainFall,0
Noora's farm,2021-07-12T07:18:04.113Z,pH,5.68
Noora's farm,2021-07-12T07:18:04.113Z,rainFall,0
Noora's farm,2021-07-13T14:40:10.007Z,pH,6.09
Noora's farm,2021-07-13T14:40:10.007Z,rainFall,0
Noora's farm,2021-07-14T00:08:58.675Z,pH,6.22
Noora's farm,2021-07-14T00:08:58.675Z,rainFall,13.2
Noora's farm,2021-07-15T11:36:36.226Z,pH,6.43
Noora's farm,2021-07-15T11:36:36.226Z,rainFall,4.5
Noora's farm,2021-07-15T09:10:42.441Z,temperature,31.0
Noora's farm,2021-07-16T09:10:42.441Z,pH,5.85
Noora's farm,2021-07-16T09:10:42.441Z,rainFall,4.6
Noora's farm,2021-07-16T13:29:46.175Z,temperature,18.3
Noora's farm,2021-07-16T08:29:09.898Z,temperature,19.6
Noora's farm,2021-07-17T08:29:09.898Z,pH,5.64
Noora's farm,2021-07-17T08:29:09.898Z,rainFall,0
Noora's farm,2021-07-17T12:45:36.393Z,temperature,30.9
Noora's farm,2021-07-17T08:24:54.635Z,temperature,30.9
Noora's farm,2021-07-18T08:24:54.635Z,pH,6.12
Noora's farm,2021-07-18T08:24:54.635Z,rainFall,3.9
Noora's farm,2021-07-19T07:51:38.425Z,pH,6.01
Noora's farm,2021-07-19T07:51:38.425Z,rainFall,8.4
Noora's farm,2021-07-20T11:06:33.161Z,pH,5.71
Noora's farm,2021-07-20T11:06:33.161Z,rainFall,0
Noora's farm,2021-07-19T23:51:43.792Z,temperature,16.7
Noora's farm,2021-07-20T23:51:43.792Z,pH,6.10
Noora's farm,2021-07-20T23:51:43.792Z,rainFall,100.3
Noora's farm,2021-07-22T09:11:33.764Z,pH,5.91
Noora's farm,2021-07-22T09:11:33.764Z,rainFall,0
Noora's farm,2021-07-23T01:56:25.661Z,pH,6.51
Noora's farm,2021-07-23T01:56:25.661Z,rainFall,5.8
Noora's farm,2021-07-24T04:36:19.300Z,pH,5.88
Noora's farm,2021-07-24T04:36:19.300Z,rainFall,17.1
Noora's farm,2021-07-25T16:45:24.576Z,pH,6.34
Noora's farm,2021-07-25T16:45:24.576Z,rainFall,0
Noora's farm,2021-07-26T03:57:39.908Z,pH,5.69
Noora's farm,2021-07-26T03:57:39.908Z,rainFall,3.4
Noora's farm,2021-07-26T05:01:59.449Z,temperature,29.2
Noora's farm,2021-07-27T05:01:59.449Z,pH,5.67
Noora's farm,2021-07-27T05:01:59.449Z,rainFall,0
Noora's farm,2021-07-26T22:33:55.350Z,temperature,12.4
Noora's farm,2021-07-27T04:41:05.449Z,temperature,16.7
Noora's farm,2021-07-27T16:27:54.006Z,temperature,16.2
Noora's farm,2021-07-28T16:27:54.006Z,pH,5.69
Noora's farm,2021-07-28T16:27:54.006Z,rainFall,5.2
Noora's farm,2021-07-28T08:24:00.887Z,temperature,16.7
Noora's farm,2021-07-29T08:24:00.887Z,pH,5.66
Noora's farm,2021-07-29T08:24:00.887Z,rainFall,0
Noora's farm,2021-07-29T21:41:39.115Z,pH,5.96
Noora's farm,2021-07-29T21:41:39.115Z,rainFall,4.6
Noora's farm,2021-07-30T06:12:06.677Z,temperature,17.2
Noora's farm,2021-07-30T19:26:15.831Z,temperature,14.5
Noora's farm,2021-07-31T19:26:15.831Z,pH,5.86
Noora's farm,2021-07-31T19:26:15.831Z,rainFall,0
Noora's farm,2021-07-31T17:26:40.482Z,temperature,23.9
Noora's farm,2021-07-31T04:18:49.773Z,temperature,25.7
Noora's farm,2021-08-01T04:18:49.773Z,pH,6.31
Noora's farm,2021-08-01T04:18:49.773Z,rainFall,4.0
Noora's farm,2021-08-02T02:20:59.859Z,pH,5.75
Noora's farm,2021-08-02T02:20:59.859Z,rainFall,0
Noora's farm,2021-08-01T21:19:07.309Z,temperature,12.0
Noora's farm,2021-08-03T04:18:17.268Z,pH,5.65
Noora's farm,2021-08-03T04:18:17.268Z,rainFall,0
Noora's farm,2021-08-03T00:20:45.928Z,temperature,17.9
Noora's farm,2021-08-04T00:20:45.928Z,pH,6.02
Noora's farm,2021-08-04T00:20:45.928Z,rainFall,4.9
Noora's farm,2021-08-04T03:38:21.779Z,temperature,21.6
Noora's farm,2021-08-05T03:38:21.779Z,pH,6.54
Noora's farm,2021-08-05T03:38:21.779Z,rainFall,0
Noora's farm,2021-08-06T12:07:58.469Z,pH,5.72
Noora's farm,2021-08-06T12:07:58.469Z,rainFall,3.9
Noora's farm,2021-08-07T10:23:32.115Z,pH,6.59
Noora's farm,2021-08-07T10:23:32.115Z,rainFall,0
Noora's farm,2021-08-07T13:26:04.604Z,temperature,31.2
Noora's farm,2021-08-07T23:57:59.403Z,pH,5.63
Noora's farm,2021-08-07T23:57:59.403Z,rainFall,5.3
Noora's farm,2021-08-08T21:52:43.999Z,pH,6.34
Noora's farm,2021-08-08T21:52:43.999Z,rainFall,0
Noora's farm,2021-08-10T05:43:12.058Z,pH,6.01
Noora's farm,2021-08-10T05:43:12.058Z,rainFall,0
Noora's farm,2021-08-11T17:31:42.655Z,pH,5.82
Noora's farm,2021-08-11T17:31:42.655Z,rainFall,4.6
Noora's farm,2021-08-11T00:59:26.342Z,temperature,21.8
Noora's farm,2021-08-12T00:59:26.342Z,pH,6.33
Noora's farm,2021-08-12T00:59:26.342Z,rainFall,0
Noora's farm,2021-08-12T22:16:07.825Z,pH,6.46
Noora's farm,2021-08-12T22:16:07.825Z,rainFall,0
Noora's farm,2021-08-13T20:08:16.334Z,temperature,25.1
Noora's farm,2021-08-13T20:31:39.770Z,temperature,25.3
Noora's farm,2021-08-14T20:31:39.770Z,pH,5.68
Noora's farm,2021-08-14T20:31:39.770Z,rainFall,0
Noora's farm,2021-08-14T19:51:44.020Z,temperature,17.0
Noora's farm,2021-08-15T05:06:45.170Z,pH,6.60
Noora's farm,2021-08-15T05:06:45.170Z,rainFall,0
Noora's farm,2021-08-16T02:40:42.806Z,pH,6.21
Noora's farm,2021-08-16T02:40:42.806Z,rainFall,4.7
Noora's farm,2021-08-16T10:07:17.681Z,temperature,24.2
Noora's farm,2021-08-16T06:07:07.228Z,temperature,22.5
Noora's farm,2021-08-16T06:43:03.718Z,temperature,23.9
Noora's farm,2021-08-17T06:43:03.718Z,pH,5.99
Noora's farm,2021-08-17T06:43:03.718Z,rainFall,0
Noora's farm,2021-08-17T08:36:55.857Z,temperature,21.1
Noora's farm,2021-08-17T20:23:25.595Z,temperature,17.5
Noora's farm,2021-08-17T09:40:14.307Z,temperature,22.5
Noora's farm,2021-08-17T00:43:23.678Z,temperature,18.4
Noora's farm,2021-08-18T00:43:23.678Z,pH,6.62
Noora's farm,2021-08-18T00:43:23.678Z,rainFall,3.6
Noora's farm,2021-08-18T15:09:58.250Z,temperature,27.0
Noora's farm,2021-08-18T20:53:50.526Z,temperature,24.2
Noora's farm,2021-08-19T20:53:50.526Z,pH,6.59
Noora's farm,2021-08-19T20:53:50.526Z,rainFall,4.2
Noora's farm,2021-08-19T12:38:16.869Z,temperature,16.6
Noora's farm,2021-08-19T14:26:05.190Z,temperature,16.3
Noora's farm,2021-08-19T02:30:42.884Z,temperature,14.9
Noora's farm,2021-08-19T01:38:43.346Z,temperature,14.0
Noora's farm,2021-08-19T16:03:28.166Z,temperature,15.5
Noora's farm,2021-08-19T08:41:34.875Z,temperature,16.6
Noora's farm,2021-08-19T19:20:09.025Z,temperature,13.4
Noora's farm,2021-08-19T07:05:08.515Z,temperature,17.2
Noora's farm,2021-08-20T07:05:08.515Z,pH,6.25
Noora's farm,2021-08-20T07:05:08.515Z,rainFall,0
Noora's farm,2021-08-19T21:56:09.257Z,temperature,10.8
Noora's farm,2021-08-20T16:09:39.875Z,temperature,15.3
Noora's farm,2021-08-21T16:09:39.875Z,pH,6.02
Noora's farm,2021-08-21T16:09:39.875Z,rainFall,0
Noora's farm,2021-08-21T07:05:32.523Z,temperature,20.6
Noora's farm,2021-08-22T07:05:32.523Z,pH,6.63
Noora's farm,2021-08-22T07:05:32.523Z,rainFall,0
Noora's farm,2021-08-22T20:12:02.643Z,temperature,14.5
Noora's farm,2021-08-22T03:12:59.149Z,temperature,16.5
Noora's farm,2021-08-21T22:08:16.485Z,temperature,14.7
Noora's farm,2021-08-22T02:06:14.513Z,temperature,16.0
Noora's farm,2021-08-22T08:26:42.189Z,temperature,19.1
Noora's farm,2021-08-21T21:11:46.281Z,temperature,14.0
Noora's farm,2021-08-22T19:22:12.613Z,temperature,15.7
Noora's farm,2021-08-21T21:07:51.075Z,temperature,12.5
Noora's farm,2021-08-22T21:07:51.075Z,pH,6.39
Noora's farm,2021-08-22T21:07:51.075Z,rainFall,0
Noora's farm,2021-08-23T06:27:19.486Z,temperature,26.8
Noora's farm,2021-08-23T12:03:10.305Z,temperature,26.5
Noora's farm,2021-08-23T17:20:49.133Z,temperature,24.1
Noora's farm,2021-08-23T09:40:58.656Z,temperature,26.2
Noora's farm,2021-08-22T23:23:36.418Z,temperature,22.8
Noora's farm,2021-08-23T13:43:48.724Z,temperature,25.7
Noora's farm,2021-08-22T23:07:54.373Z,temperature,22.7
Noora's farm,2021-08-23T02:46:01.045Z,temperature,24.7
Noora's farm,2021-08-23T06:16:38.630Z,temperature,25.2
Noora's farm,2021-08-23T12:46:23.686Z,temperature,26.4
Noora's farm,2021-08-24T12:46:23.686Z,pH,6.50
Noora's farm,2021-08-24T12:46:23.686Z,rainFall,0
Noora's farm,2021-08-24T00:29:17.658Z,temperature,20.0
Noora's farm,2021-08-24T16:12:58.600Z,temperature,21.6
Noora's farm,2021-08-24T18:19:51.163Z,temperature,21.6
Noora's farm,2021-08-24T01:11:01.674Z,temperature,20.8
Noora's farm,2021-08-24T15:44:50.695Z,temperature,22.8
Noora's farm,2021-08-25T15:44:50.695Z,pH,5.66
Noora's farm,2021-08-25T15:44:50.695Z,rainFall,0
Noora's farm,2021-08-25T05:20:30.779Z,temperature,27.7
Noora's farm,2021-08-25T14:50:56.118Z,temperature,26.8
Noora's farm,2021-08-25T11:54:21.644Z,temperature,26.9
Noora's farm,2021-08-25T04:27:37.470Z,temperature,27.3
Noora's farm,2021-08-25T05:20:14.266Z,temperature,27.7
Noora's farm,2021-08-25T03:39:29.648Z,temperature,25.9
Noora's farm,2021-08-25T10:57:34.080Z,temperature,28.0
Noora's farm,2021-08-25T08:23:30.790Z,temperature,27.7
Noora's farm,2021-08-25T03:03:10.773Z,temperature,25.5
Noora's farm,2021-08-24T22:58:43.796Z,temperature,23.1
Noora's farm,2021-08-25T22:58:43.796Z,pH,6.09
Noora's farm,2021-08-25T22:58:43.796Z,rainFall,0
Noora's farm,2021-08-26T16:08:12.220Z,temperature,26.6
Noora's farm,2021-08-26T09:33:16.459Z,temperature,27.4
Noora's farm,2021-08-26T00:42:18.660Z,temperature,25.1
Noora's farm,2021-08-26T15:01:00.936Z,temperature,26.2
Noora's farm,2021-08-26T06:23:45.088Z,temperature,28.8
Noora's farm,2021-08-26T16:42:16.535Z,temperature,26.6
Noora's farm,2021-08-26T03:14:48.088Z,temperature,26.8
Noora's farm,2021-08-26T11:58:50.588Z,temperature,29.1
Noora's farm,2021-08-27T11:58:50.588Z,pH,6.57
Noora's farm,2021-08-27T11:58:50.588Z,rainFall,0
Noora's farm,2021-08-27T08:29:23.531Z,temperature,21.9
Noora's farm,2021-08-27T18:55:58.389Z,temperature,18.0
Noora's farm,2021-08-28T18:55:58.389Z,pH,5.86
Noora's farm,2021-08-28T18:55:58.389Z,rainFall,0
Noora's farm,2021-08-28T18:42:45.067Z,temperature,14.7
Noora's farm,2021-08-29T18:42:45.067Z,pH,6.27
Noora's farm,2021-08-29T18:42:45.067Z,rainFall,0
Noora's farm,2021-08-29T02:00:11.373Z,temperature,25.0
Noora's farm,2021-08-29T05:09:41.107Z,temperature,25.5
Noora's farm,2021-08-29T04:36:28.884Z,temperature,25.8
Noora's farm,2021-08-29T20:09:15.116Z,temperature,21.7
Noora's farm,2021-08-29T05:59:07.052Z,temperature,26.0
Noora's farm,2021-08-30T05:59:07.052Z,pH,6.36
Noora's farm,2021-08-30T05:59:07.052Z,rainFall,0
Noora's farm,2021-08-30T19:22:10.469Z,temperature,13.8
Noora's farm,2021-08-30T17:52:36.974Z,temperature,16.5
Noora's farm,2021-08-30T08:29:10.188Z,temperature,17.4
Noora's farm,2021-08-30T17:05:46.788Z,temperature,15.7
Noora's farm,2021-08-29T23:56:44.948Z,temperature,14.3
Noora's farm,2021-08-30T23:56:44.948Z,pH,5.90
Noora's farm,2021-08-30T23:56:44.948Z,rainFall,0
Noora's farm,2021-08-31T05:40:46.760Z,temperature,13.9
Noora's farm,2021-08-31T08:19:25.171Z,temperature,13.7
Noora's farm,2021-08-30T21:33:45.055Z,temperature,10.7
Noora's farm,2021-08-31T03:30:04.781Z,temperature,14.0
Noora's farm,2021-09-01T03:30:04.781Z,pH,5.93
Noora's farm,2021-09-01T03:30:04.781Z,rainFall,0
Noora's farm,2021-09-01T19:55:00.831Z,temperature,12.7
Noora's farm,2021-09-01T10:46:15.688Z,temperature,16.5
Noora's farm,2021-09-01T08:48:37.683Z,temperature,16.4
Noora's farm,2021-09-01T08:57:09.425Z,temperature,16.0
Noora's farm,2021-09-01T13:58:58.721Z,temperature,15.1
Noora's farm,2021-09-01T07:03:41.907Z,temperature,16.2
Noora's farm,2021-09-01T12:04:50.588Z,temperature,15.4
Noora's farm,2021-09-01T01:53:18.790Z,temperature,13.7
Noora's farm,2021-09-02T01:53:18.790Z,pH,6.06
Noora's farm,2021-09-02T01:53:18.790Z,rainFall,0
Noora's farm,2021-09-02T11:00:32.220Z,temperature,20.9
Noora's farm,2021-09-03T11:00:32.220Z,pH,6.26
Noora's farm,2021-09-03T11:00:32.220Z,rainFall,6.2
Noora's farm,2021-09-03T20:33:02.773Z,temperature,16.5
